Date,Cost,Credit,Balance,Type
5/11/2020,$2.74,$0.00,$3021.52,Print
5/11/2020,$2.84,$0.00,$3024.26,Print
5/11/2020,$2.76,$0.00,$3027.10,Print
5/11/2020,$2.84,$0.00,$3029.86,Print
5/11/2020,$2.74,$0.00,$3032.70,Print
5/11/2020,$2.78,$0.00,$3035.44,Print
5/11/2020,$2.76,$0.00,$3038.22,Print
5/11/2020,$2.78,$0.00,$3040.98,Print
5/11/2020,$14.39,$0.00,$3043.76,Print
5/11/2020,$2.78,$0.00,$3058.15,Print
5/11/2020,$2.74,$0.00,$3060.93,Print
5/11/2020,$2.74,$0.00,$3063.67,Print
5/11/2020,$2.93,$0.00,$3066.41,Print
5/11/2020,$2.84,$0.00,$3069.34,Print
5/11/2020,$2.84,$0.00,$3072.18,Print
5/11/2020,$3.31,$0.00,$3075.02,Print
5/11/2020,$3.25,$0.00,$3078.33,Print
5/11/2020,$2.74,$0.00,$3081.58,Print
5/11/2020,$3.25,$0.00,$3084.32,Print
5/11/2020,$2.84,$0.00,$3087.57,Print
5/11/2020,$2.78,$0.00,$3090.41,Print
5/11/2020,$3.31,$0.00,$3093.19,Print
5/11/2020,$2.84,$0.00,$3096.50,Print
5/11/2020,$3.31,$0.00,$3099.34,Print
5/11/2020,$2.84,$0.00,$3102.65,Print
5/11/2020,$2.84,$0.00,$3105.49,Print
5/11/2020,$3.52,$0.00,$3108.33,Print
5/11/2020,$2.84,$0.00,$3111.85,Print
5/11/2020,$3.31,$0.00,$3114.69,Print
5/11/2020,$2.78,$0.00,$3118.00,Print
5/11/2020,$2.78,$0.00,$3120.78,Print
5/11/2020,$2.74,$0.00,$3123.56,Print
5/11/2020,$2.74,$0.00,$3126.30,Print
5/11/2020,$2.78,$0.00,$3129.04,Print
5/11/2020,$2.76,$0.00,$3131.82,Print
5/11/2020,$3.25,$0.00,$3134.58,Print
5/11/2020,$3.31,$0.00,$3137.83,Print
5/11/2020,$2.78,$0.00,$3141.14,Print
5/11/2020,$3.25,$0.00,$3143.92,Print
5/11/2020,$3.31,$0.00,$3147.17,Print
5/11/2020,$3.31,$0.00,$3150.48,Print
5/11/2020,$3.25,$0.00,$3153.79,Print
5/11/2020,$2.74,$0.00,$3157.04,Print
5/11/2020,$7.02,$0.00,$3159.78,Print
5/11/2020,$2.84,$0.00,$3166.80,Print
5/11/2020,$2.84,$0.00,$3169.64,Print
5/11/2020,$2.84,$0.00,$3172.48,Print
5/11/2020,$2.78,$0.00,$3175.32,Print
5/11/2020,$2.84,$0.00,$3178.10,Print
5/11/2020,$2.84,$0.00,$3180.94,Print
5/11/2020,$2.84,$0.00,$3183.78,Print
5/11/2020,$5.27,$0.00,$3186.62,Print
5/11/2020,$2.84,$0.00,$3191.89,Print
5/11/2020,$4.18,$0.00,$3194.73,Print
5/11/2020,$2.78,$0.00,$3198.91,Print
5/11/2020,$3.31,$0.00,$3201.69,Print
5/11/2020,$2.76,$0.00,$3205.00,Print
5/11/2020,$2.78,$0.00,$3207.76,Print
5/11/2020,$2.78,$0.00,$3210.54,Print
5/11/2020,$2.76,$0.00,$3213.32,Print
5/11/2020,$3.21,$0.00,$3216.08,Print
5/11/2020,$2.76,$0.00,$3219.29,Print
5/11/2020,$2.84,$0.00,$3222.05,Print
5/11/2020,$2.78,$0.00,$3224.89,Print
5/11/2020,$2.78,$0.00,$3227.67,Print
5/11/2020,$2.84,$0.00,$3230.45,Print
5/11/2020,$2.78,$0.00,$3233.29,Print
5/11/2020,$2.74,$0.00,$3236.07,Print
5/11/2020,$2.78,$0.00,$3238.81,Print
5/11/2020,$2.84,$0.00,$3241.59,Print
5/11/2020,$3.23,$0.00,$3244.43,Print
5/11/2020,$2.84,$0.00,$3247.66,Print
5/11/2020,$3.52,$0.00,$3250.50,Print
5/11/2020,$5.04,$0.00,$3254.02,Print
5/11/2020,$4.00,$0.00,$3259.06,Print
5/11/2020,$4.08,$0.00,$3263.06,Print
5/11/2020,$2.84,$0.00,$3267.14,Print
5/11/2020,$4.08,$0.00,$3269.98,Print
5/11/2020,$2.84,$0.00,$3274.06,Print
5/11/2020,$2.74,$0.00,$3276.90,Print
5/11/2020,$3.21,$0.00,$3279.64,Print
5/11/2020,$2.78,$0.00,$3282.85,Print
5/11/2020,$2.78,$0.00,$3285.63,Print
5/11/2020,$2.74,$0.00,$3288.41,Print
5/11/2020,$3.97,$0.00,$3291.15,Print
5/11/2020,$3.25,$0.00,$3295.12,Print
5/11/2020,$3.23,$0.00,$3298.37,Print
5/11/2020,$3.31,$0.00,$3301.60,Print
5/11/2020,$3.97,$0.00,$3304.91,Print
5/11/2020,$4.00,$0.00,$3308.88,Print
5/11/2020,$3.31,$0.00,$3312.88,Print
5/11/2020,$3.31,$0.00,$3316.19,Print
5/11/2020,$3.93,$0.00,$3319.50,Print
5/11/2020,$5.04,$0.00,$3323.43,Print
5/11/2020,$3.25,$0.00,$3328.47,Print
5/11/2020,$3.23,$0.00,$3331.72,Print
5/11/2020,$5.27,$0.00,$3334.95,Print
5/11/2020,$2.74,$0.00,$3340.22,Print
5/11/2020,$2.78,$0.00,$3342.96,Print
5/11/2020,$2.84,$0.00,$3345.74,Print
5/11/2020,$3.25,$0.00,$3348.58,Print
5/11/2020,$2.84,$0.00,$3351.83,Print
5/11/2020,$3.23,$0.00,$3354.67,Print
5/11/2020,$3.25,$0.00,$3357.90,Print
5/11/2020,$2.76,$0.00,$3361.15,Print
5/11/2020,$3.25,$0.00,$3363.91,Print
5/11/2020,$4.08,$0.00,$3367.16,Print
5/11/2020,$3.25,$0.00,$3371.24,Print
5/11/2020,$3.25,$0.00,$3374.49,Print
5/11/2020,$2.78,$0.00,$3377.74,Print
5/11/2020,$2.76,$0.00,$3380.52,Print
5/11/2020,$2.84,$0.00,$3383.28,Print
5/11/2020,$3.05,$0.00,$3386.12,Print
5/11/2020,$2.74,$0.00,$3389.17,Print
5/11/2020,$2.78,$0.00,$3391.91,Print
5/11/2020,$3.25,$0.00,$3394.69,Print
5/11/2020,$2.84,$0.00,$3397.94,Print
5/11/2020,$2.78,$0.00,$3400.78,Print
5/11/2020,$3.31,$0.00,$3403.56,Print
5/11/2020,$3.23,$0.00,$3406.87,Print
5/11/2020,$3.31,$0.00,$3410.10,Print
5/11/2020,$2.84,$0.00,$3413.41,Print
5/11/2020,$4.08,$0.00,$3416.25,Print
5/11/2020,$2.78,$0.00,$3420.33,Print
5/11/2020,$2.76,$0.00,$3423.11,Print
5/11/2020,$3.21,$0.00,$3425.87,Print
5/11/2020,$3.39,$0.00,$3429.08,Print
5/11/2020,$2.84,$0.00,$3432.47,Print
5/11/2020,$2.84,$0.00,$3435.31,Print
5/11/2020,$2.76,$0.00,$3438.15,Print
5/11/2020,$2.84,$0.00,$3440.91,Print
5/11/2020,$2.84,$0.00,$3443.75,Print
5/11/2020,$2.84,$0.00,$3446.59,Print
5/11/2020,$2.84,$0.00,$3449.43,Print
5/11/2020,$2.78,$0.00,$3452.27,Print
5/11/2020,$2.78,$0.00,$3455.05,Print
5/11/2020,$3.39,$0.00,$3457.83,Print
5/11/2020,$2.84,$0.00,$3461.22,Print
5/11/2020,$2.78,$0.00,$3464.06,Print
5/11/2020,$2.84,$0.00,$3466.84,Print
5/11/2020,$2.78,$0.00,$3469.68,Print
5/11/2020,$2.74,$0.00,$3472.46,Print
5/11/2020,$3.31,$0.00,$3475.20,Print
5/11/2020,$2.93,$0.00,$3478.51,Print
5/11/2020,$2.78,$0.00,$3481.44,Print
5/11/2020,$2.76,$0.00,$3484.22,Print
5/11/2020,$2.84,$0.00,$3486.98,Print
5/11/2020,$2.76,$0.00,$3489.82,Print
5/11/2020,$2.76,$0.00,$3492.58,Print
5/11/2020,$2.84,$0.00,$3495.34,Print
5/11/2020,$2.76,$0.00,$3498.18,Print
5/11/2020,$2.78,$0.00,$3500.94,Print
5/11/2020,$2.78,$0.00,$3503.72,Print
5/11/2020,$3.23,$0.00,$3506.50,Print
5/11/2020,$5.04,$0.00,$3509.73,Print
5/11/2020,$2.76,$0.00,$3514.77,Print
5/11/2020,$2.78,$0.00,$3517.53,Print
5/11/2020,$2.84,$0.00,$3520.31,Print
5/11/2020,$3.21,$0.00,$3523.15,Print
5/11/2020,$3.21,$0.00,$3526.36,Print
5/11/2020,$2.84,$0.00,$3529.57,Print
5/11/2020,$3.25,$0.00,$3532.41,Print
5/11/2020,$5.08,$0.00,$3535.66,Print
5/11/2020,$2.78,$0.00,$3540.74,Print
5/11/2020,$2.74,$0.00,$3543.52,Print
5/11/2020,$2.84,$0.00,$3546.26,Print
5/11/2020,$2.84,$0.00,$3549.10,Print
5/11/2020,$2.93,$0.00,$3551.94,Print
5/11/2020,$2.84,$0.00,$3554.87,Print
5/11/2020,$2.78,$0.00,$3557.71,Print
5/11/2020,$2.74,$0.00,$3560.49,Print
5/11/2020,$2.76,$0.00,$3563.23,Print
5/11/2020,$2.84,$0.00,$3565.99,Print
5/11/2020,$3.97,$0.00,$3568.83,Print
5/11/2020,$2.84,$0.00,$3572.80,Print
5/11/2020,$2.78,$0.00,$3575.64,Print
5/11/2020,$3.31,$0.00,$3578.42,Print
5/11/2020,$3.31,$0.00,$3581.73,Print
5/11/2020,$2.78,$0.00,$3585.04,Print
5/11/2020,$3.23,$0.00,$3587.82,Print
5/11/2020,$3.52,$0.00,$3591.05,Print
5/11/2020,$2.84,$0.00,$3594.57,Print
5/11/2020,$2.76,$0.00,$3597.41,Print
5/11/2020,$3.23,$0.00,$3600.17,Print
5/11/2020,$2.78,$0.00,$3603.40,Print
5/11/2020,$2.74,$0.00,$3606.18,Print
5/11/2020,$4.00,$0.00,$3608.92,Print
5/11/2020,$2.84,$0.00,$3612.92,Print
5/11/2020,$4.00,$0.00,$3615.76,Print
5/11/2020,$2.76,$0.00,$3619.76,Print
5/11/2020,$2.74,$0.00,$3622.52,Print
5/11/2020,$5.04,$0.00,$3625.26,Print
5/11/2020,$3.31,$0.00,$3630.30,Print
5/11/2020,$2.84,$0.00,$3633.61,Print
5/11/2020,$3.25,$0.00,$3636.45,Print
5/11/2020,$2.78,$0.00,$3639.70,Print
5/11/2020,$3.21,$0.00,$3642.48,Print
5/11/2020,$3.31,$0.00,$3645.69,Print
5/11/2020,$3.23,$0.00,$3649.00,Print
5/11/2020,$2.78,$0.00,$3652.23,Print
5/11/2020,$3.21,$0.00,$3655.01,Print
5/11/2020,$2.84,$0.00,$3658.22,Print
5/11/2020,$3.23,$0.00,$3661.06,Print
5/11/2020,$2.76,$0.00,$3664.29,Print
5/11/2020,$2.84,$0.00,$3667.05,Print
5/11/2020,$2.84,$0.00,$3669.89,Print
5/11/2020,$2.84,$0.00,$3672.73,Print
5/11/2020,$3.25,$0.00,$3675.57,Print
5/11/2020,$2.84,$0.00,$3678.82,Print
5/11/2020,$2.78,$0.00,$3681.66,Print
5/11/2020,$2.74,$0.00,$3684.44,Print
5/11/2020,$3.23,$0.00,$3687.18,Print
5/11/2020,$2.84,$0.00,$3690.41,Print
5/11/2020,$3.39,$0.00,$3693.25,Print
5/11/2020,$2.84,$0.00,$3696.64,Print
5/11/2020,$2.84,$0.00,$3699.48,Print
5/11/2020,$3.31,$0.00,$3702.32,Print
5/11/2020,$3.21,$0.00,$3705.63,Print
5/11/2020,$3.25,$0.00,$3708.84,Print
5/11/2020,$3.31,$0.00,$3712.09,Print
5/11/2020,$3.21,$0.00,$3715.40,Print
5/11/2020,$3.31,$0.00,$3718.61,Print
5/11/2020,$3.39,$0.00,$3721.92,Print
5/11/2020,$3.31,$0.00,$3725.31,Print
5/11/2020,$2.84,$0.00,$3728.62,Print
5/11/2020,$3.25,$0.00,$3731.46,Print
5/11/2020,$2.78,$0.00,$3734.71,Print
5/11/2020,$3.25,$0.00,$3737.49,Print
5/11/2020,$3.25,$0.00,$3740.74,Print
5/11/2020,$3.31,$0.00,$3743.99,Print
5/11/2020,$3.31,$0.00,$3747.30,Print
5/11/2020,$2.93,$0.00,$3750.61,Print
5/11/2020,$2.84,$0.00,$3753.54,Print
5/11/2020,$2.84,$0.00,$3756.38,Print
5/11/2020,$2.84,$0.00,$3759.22,Print
5/11/2020,$2.78,$0.00,$3762.06,Print
5/11/2020,$2.78,$0.00,$3764.84,Print
5/11/2020,$3.25,$0.00,$3767.62,Print
5/11/2020,$2.84,$0.00,$3770.87,Print
5/11/2020,$2.84,$0.00,$3773.71,Print
5/11/2020,$2.84,$0.00,$3776.55,Print
5/11/2020,$3.31,$0.00,$3779.39,Print
5/11/2020,$2.78,$0.00,$3782.70,Print
5/11/2020,$2.84,$0.00,$3785.48,Print
5/11/2020,$3.05,$0.00,$3788.32,Print
5/11/2020,$3.21,$0.00,$3791.37,Print
5/11/2020,$2.84,$0.00,$3794.58,Print
5/11/2020,$2.84,$0.00,$3797.42,Print
5/11/2020,$2.74,$0.00,$3800.26,Print
5/11/2020,$2.76,$0.00,$3803.00,Print
5/11/2020,$2.74,$0.00,$3805.76,Print
5/11/2020,$3.25,$0.00,$3808.50,Print
5/11/2020,$3.31,$0.00,$3811.75,Print
5/11/2020,$3.39,$0.00,$3815.06,Print
5/11/2020,$2.78,$0.00,$3818.45,Print
5/11/2020,$2.74,$0.00,$3821.23,Print
5/11/2020,$2.74,$0.00,$3823.97,Print
5/11/2020,$2.74,$0.00,$3826.71,Print
5/11/2020,$3.31,$0.00,$3829.45,Print
5/11/2020,$2.74,$0.00,$3832.76,Print
5/11/2020,$2.78,$0.00,$3835.50,Print
5/11/2020,$2.78,$0.00,$3838.28,Print
5/11/2020,$3.31,$0.00,$3841.06,Print
5/11/2020,$2.84,$0.00,$3844.37,Print
5/11/2020,$2.84,$0.00,$3847.21,Print
5/11/2020,$3.25,$0.00,$3850.05,Print
5/11/2020,$2.84,$0.00,$3853.30,Print
5/11/2020,$2.76,$0.00,$3856.14,Print
5/11/2020,$2.74,$0.00,$3858.90,Print
5/11/2020,$2.84,$0.00,$3861.64,Print
5/11/2020,$5.08,$0.00,$3864.48,Print
5/11/2020,$3.23,$0.00,$3869.56,Print
5/11/2020,$3.25,$0.00,$3872.79,Print
5/11/2020,$3.67,$0.00,$3876.04,Print
5/11/2020,$2.76,$0.00,$3879.71,Print
5/11/2020,$2.84,$0.00,$3882.47,Print
5/11/2020,$2.78,$0.00,$3885.31,Print
5/11/2020,$3.31,$0.00,$3888.09,Print
5/11/2020,$2.76,$0.00,$3891.40,Print
5/11/2020,$2.74,$0.00,$3894.16,Print
5/11/2020,$3.31,$0.00,$3896.90,Print
5/11/2020,$3.25,$0.00,$3900.21,Print
5/11/2020,$3.23,$0.00,$3903.46,Print
5/11/2020,$2.78,$0.00,$3906.69,Print
5/11/2020,$3.23,$0.00,$3909.47,Print
5/11/2020,$3.21,$0.00,$3912.70,Print
5/11/2020,$3.21,$0.00,$3915.91,Print
5/11/2020,$2.84,$0.00,$3919.12,Print
5/11/2020,$2.78,$0.00,$3921.96,Print
5/11/2020,$3.21,$0.00,$3924.74,Print
5/11/2020,$3.25,$0.00,$3927.95,Print
5/11/2020,$2.78,$0.00,$3931.20,Print
5/11/2020,$3.21,$0.00,$3933.98,Print
5/11/2020,$2.78,$0.00,$3937.19,Print
5/11/2020,$2.78,$0.00,$3939.97,Print
5/11/2020,$2.78,$0.00,$3942.75,Print
5/11/2020,$3.25,$0.00,$3945.53,Print
5/11/2020,$2.84,$0.00,$3948.78,Print
5/11/2020,$5.04,$0.00,$3951.62,Print
5/11/2020,$3.23,$0.00,$3956.66,Print
5/11/2020,$3.39,$0.00,$3959.89,Print
5/11/2020,$3.39,$0.00,$3963.28,Print
5/11/2020,$3.39,$0.00,$3966.67,Print
5/11/2020,$3.25,$0.00,$3970.06,Print
5/11/2020,$3.23,$0.00,$3973.31,Print
5/11/2020,$3.23,$0.00,$3976.54,Print
5/11/2020,$3.23,$0.00,$3979.77,Print
5/11/2020,$3.25,$0.00,$3983.00,Print
5/11/2020,$3.21,$0.00,$3986.25,Print
5/11/2020,$2.76,$0.00,$3989.46,Print
5/11/2020,$2.84,$0.00,$3992.22,Print
5/11/2020,$3.21,$0.00,$3995.06,Print
5/11/2020,$2.78,$0.00,$3998.27,Print
5/11/2020,$2.84,$0.00,$4001.05,Print
5/11/2020,$2.78,$0.00,$4003.89,Print
5/11/2020,$2.74,$0.00,$4006.67,Print
5/11/2020,$2.84,$0.00,$4009.41,Print
5/11/2020,$2.84,$0.00,$4012.25,Print
5/11/2020,$2.74,$0.00,$4015.09,Print
5/11/2020,$2.76,$0.00,$4017.83,Print
5/11/2020,$2.76,$0.00,$4020.59,Print
5/11/2020,$2.76,$0.00,$4023.35,Print
5/11/2020,$2.78,$0.00,$4026.11,Print
5/11/2020,$2.74,$0.00,$4028.89,Print
5/11/2020,$2.74,$0.00,$4031.63,Print
5/11/2020,$2.76,$0.00,$4034.37,Print
5/11/2020,$2.74,$0.00,$4037.13,Print
5/11/2020,$2.84,$0.00,$4039.87,Print
5/11/2020,$2.84,$0.00,$4042.71,Print
5/11/2020,$2.84,$0.00,$4045.55,Print
5/11/2020,$2.84,$0.00,$4048.39,Print
5/11/2020,$2.84,$0.00,$4051.23,Print
5/11/2020,$2.74,$0.00,$4054.07,Print
5/11/2020,$2.78,$0.00,$4056.81,Print
5/11/2020,$2.76,$0.00,$4059.59,Print
5/11/2020,$2.76,$0.00,$4062.35,Print
5/11/2020,$2.84,$0.00,$4065.11,Print
5/11/2020,$2.84,$0.00,$4067.95,Print
5/11/2020,$2.78,$0.00,$4070.79,Print
5/11/2020,$2.76,$0.00,$4073.57,Print
5/11/2020,$2.84,$0.00,$4076.33,Print
5/11/2020,$2.78,$0.00,$4079.17,Print
5/11/2020,$2.76,$0.00,$4081.95,Print
5/11/2020,$4.00,$0.00,$4084.71,Print
5/11/2020,$2.78,$0.00,$4088.71,Print
5/11/2020,$2.78,$0.00,$4091.49,Print
5/11/2020,$2.74,$0.00,$4094.27,Print
5/11/2020,$2.78,$0.00,$4097.01,Print
5/11/2020,$2.74,$0.00,$4099.79,Print
5/11/2020,$2.84,$0.00,$4102.53,Print
5/11/2020,$2.74,$0.00,$4105.37,Print
5/11/2020,$5.12,$0.00,$4108.11,Print
5/11/2020,$2.76,$0.00,$4113.23,Print
5/11/2020,$2.84,$0.00,$4115.99,Print
5/11/2020,$2.84,$0.00,$4118.83,Print
5/11/2020,$2.84,$0.00,$4121.67,Print
5/11/2020,$3.31,$0.00,$4124.51,Print
5/11/2020,$2.84,$0.00,$4127.82,Print
5/11/2020,$2.76,$0.00,$4130.66,Print
5/11/2020,$2.84,$0.00,$4133.42,Print
5/11/2020,$2.84,$0.00,$4136.26,Print
5/11/2020,$2.84,$0.00,$4139.10,Print
5/11/2020,$2.76,$0.00,$4141.94,Print
5/10/2020,$2.84,$0.00,$4144.70,Print
5/10/2020,$2.74,$0.00,$4147.54,Print
5/10/2020,$2.76,$0.00,$4150.28,Print
5/10/2020,$3.25,$0.00,$4153.04,Print
5/10/2020,$3.21,$0.00,$4156.29,Print
5/10/2020,$2.78,$0.00,$4159.50,Print
5/10/2020,$2.84,$0.00,$4162.28,Print
5/10/2020,$2.84,$0.00,$4165.12,Print
5/10/2020,$2.78,$0.00,$4167.96,Print
5/10/2020,$3.93,$0.00,$4170.74,Print
5/10/2020,$2.84,$0.00,$4174.67,Print
5/10/2020,$2.84,$0.00,$4177.51,Print
5/10/2020,$2.84,$0.00,$4180.35,Print
5/10/2020,$2.78,$0.00,$4183.19,Print
5/10/2020,$2.78,$0.00,$4185.97,Print
5/10/2020,$2.78,$0.00,$4188.75,Print
5/10/2020,$2.84,$0.00,$4191.53,Print
5/10/2020,$2.84,$0.00,$4194.37,Print
5/10/2020,$3.21,$0.00,$4197.21,Print
5/10/2020,$2.84,$0.00,$4200.42,Print
5/10/2020,$3.31,$0.00,$4203.26,Print
5/10/2020,$2.76,$0.00,$4206.57,Print
5/10/2020,$5.12,$0.00,$4209.33,Print
5/10/2020,$5.40,$0.00,$4214.45,Print
5/10/2020,$2.74,$0.00,$4219.85,Print
5/10/2020,$2.84,$0.00,$4222.59,Print
5/10/2020,$3.25,$0.00,$4225.43,Print
5/10/2020,$4.00,$0.00,$4228.68,Print
5/10/2020,$2.84,$0.00,$4232.68,Print
5/10/2020,$3.93,$0.00,$4235.52,Print
5/10/2020,$3.23,$0.00,$4239.45,Print
5/10/2020,$2.76,$0.00,$4242.68,Print
5/10/2020,$2.84,$0.00,$4245.44,Print
5/10/2020,$2.84,$0.00,$4248.28,Print
5/10/2020,$2.76,$0.00,$4251.12,Print
5/10/2020,$2.84,$0.00,$4253.88,Print
5/10/2020,$2.84,$0.00,$4256.72,Print
5/10/2020,$2.74,$0.00,$4259.56,Print
5/10/2020,$3.25,$0.00,$4262.30,Print
5/10/2020,$2.84,$0.00,$4265.55,Print
5/10/2020,$3.31,$0.00,$4268.39,Print
5/10/2020,$2.76,$0.00,$4271.70,Print
5/10/2020,$2.76,$0.00,$4274.46,Print
5/10/2020,$2.76,$0.00,$4277.22,Print
5/10/2020,$2.76,$0.00,$4279.98,Print
5/10/2020,$2.74,$0.00,$4282.74,Print
5/10/2020,$2.74,$0.00,$4285.48,Print
5/10/2020,$3.21,$0.00,$4288.22,Print
5/10/2020,$2.84,$0.00,$4291.43,Print
5/10/2020,$3.25,$0.00,$4294.27,Print
5/10/2020,$3.23,$0.00,$4297.52,Print
5/10/2020,$2.78,$0.00,$4300.75,Print
5/10/2020,$2.76,$0.00,$4303.53,Print
5/10/2020,$2.76,$0.00,$4306.29,Print
5/10/2020,$2.84,$0.00,$4309.05,Print
5/10/2020,$2.76,$0.00,$4311.89,Print
5/10/2020,$2.84,$0.00,$4314.65,Print
5/10/2020,$2.84,$0.00,$4317.49,Print
5/10/2020,$2.84,$0.00,$4320.33,Print
5/10/2020,$3.31,$0.00,$4323.17,Print
5/10/2020,$2.84,$0.00,$4326.48,Print
5/10/2020,$2.84,$0.00,$4329.32,Print
5/10/2020,$2.76,$0.00,$4332.16,Print
5/10/2020,$2.78,$0.00,$4334.92,Print
5/10/2020,$2.76,$0.00,$4337.70,Print
5/10/2020,$2.74,$0.00,$4340.46,Print
5/10/2020,$3.21,$0.00,$4343.20,Print
5/10/2020,$2.76,$0.00,$4346.41,Print
5/10/2020,$2.76,$0.00,$4349.17,Print
5/10/2020,$2.78,$0.00,$4351.93,Print
5/10/2020,$2.78,$0.00,$4354.71,Print
5/10/2020,$3.93,$0.00,$4357.49,Print
5/10/2020,$5.12,$0.00,$4361.42,Print
5/10/2020,$3.25,$0.00,$4366.54,Print
5/10/2020,$2.76,$0.00,$4369.79,Print
5/10/2020,$2.74,$0.00,$4372.55,Print
5/10/2020,$3.21,$0.00,$4375.29,Print
5/10/2020,$3.25,$0.00,$4378.50,Print
5/10/2020,$7.84,$0.00,$4381.75,Print
5/10/2020,$4.08,$0.00,$4389.59,Print
5/10/2020,$2.74,$0.00,$4393.67,Print
5/10/2020,$2.74,$0.00,$4396.41,Print
5/10/2020,$3.23,$0.00,$4399.15,Print
5/10/2020,$3.21,$0.00,$4402.38,Print
5/10/2020,$5.27,$0.00,$4405.59,Print
5/10/2020,$3.25,$0.00,$4410.86,Print
5/10/2020,$5.27,$0.00,$4414.11,Print
5/10/2020,$3.25,$0.00,$4419.38,Print
5/10/2020,$3.31,$0.00,$4422.63,Print
5/10/2020,$3.31,$0.00,$4425.94,Print
5/10/2020,$3.21,$0.00,$4429.25,Print
5/10/2020,$5.27,$0.00,$4432.46,Print
5/10/2020,$3.23,$0.00,$4437.73,Print
5/10/2020,$3.23,$0.00,$4440.96,Print
5/10/2020,$3.25,$0.00,$4444.19,Print
5/10/2020,$3.31,$0.00,$4447.44,Print
5/10/2020,$3.21,$0.00,$4450.75,Print
5/10/2020,$3.21,$0.00,$4453.96,Print
5/10/2020,$3.23,$0.00,$4457.17,Print
5/10/2020,$3.31,$0.00,$4460.40,Print
5/10/2020,$3.21,$0.00,$4463.71,Print
5/10/2020,$3.25,$0.00,$4466.92,Print
5/10/2020,$2.84,$0.00,$4470.17,Print
5/10/2020,$3.23,$0.00,$4473.01,Print
5/10/2020,$3.25,$0.00,$4476.24,Print
5/10/2020,$2.84,$0.00,$4479.49,Print
5/10/2020,$2.78,$0.00,$4482.33,Print
5/10/2020,$3.23,$0.00,$4485.11,Print
5/10/2020,$3.97,$0.00,$4488.34,Print
5/10/2020,$4.00,$0.00,$4492.31,Print
5/10/2020,$2000.00,$0.00,$4496.31,Purchase
5/10/2020,$3.93,$0.00,$2496.31,Print
5/10/2020,$3.21,$0.00,$2500.24,Print
5/10/2020,$3.21,$0.00,$2503.45,Print
5/10/2020,$3.23,$0.00,$2506.66,Print
5/10/2020,$3.31,$0.00,$2509.89,Print
5/10/2020,$3.21,$0.00,$2513.20,Print
5/10/2020,$3.23,$0.00,$2516.41,Print
5/10/2020,$3.25,$0.00,$2519.64,Print
5/10/2020,$3.21,$0.00,$2522.89,Print
5/10/2020,$3.21,$0.00,$2526.10,Print
5/10/2020,$3.25,$0.00,$2529.31,Print
5/10/2020,$3.21,$0.00,$2532.56,Print
5/10/2020,$3.23,$0.00,$2535.77,Print
5/10/2020,$3.21,$0.00,$2539.00,Print
5/10/2020,$2.76,$0.00,$2542.21,Print
5/10/2020,$2.76,$0.00,$2544.97,Print
5/10/2020,$3.23,$0.00,$2547.73,Print
5/10/2020,$3.21,$0.00,$2550.96,Print
5/10/2020,$3.23,$0.00,$2554.17,Print
5/10/2020,$3.25,$0.00,$2557.40,Print
5/10/2020,$37.77,$0.00,$2560.65,Print
5/10/2020,$3.23,$0.00,$2598.42,Print
5/10/2020,$3.23,$0.00,$2601.65,Print
5/10/2020,$2.76,$0.00,$2604.88,Print
5/10/2020,$3.23,$0.00,$2607.64,Print
5/10/2020,$4.00,$0.00,$2610.87,Print
5/10/2020,$4.00,$0.00,$2614.87,Print
5/10/2020,$3.21,$0.00,$2618.87,Print
5/10/2020,$3.21,$0.00,$2622.08,Print
5/10/2020,$3.23,$0.00,$2625.29,Print
5/10/2020,$2.76,$0.00,$2628.52,Print
5/10/2020,$3.23,$0.00,$2631.28,Print
5/10/2020,$2.74,$0.00,$2634.51,Print
5/10/2020,$3.21,$0.00,$2637.25,Print
5/10/2020,$3.97,$0.00,$2640.46,Print
5/10/2020,$3.23,$0.00,$2644.43,Print
5/10/2020,$3.23,$0.00,$2647.66,Print
5/10/2020,$3.25,$0.00,$2650.89,Print
5/10/2020,$3.21,$0.00,$2654.14,Print
5/10/2020,$3.23,$0.00,$2657.35,Print
5/10/2020,$3.21,$0.00,$2660.58,Print
5/10/2020,$3.23,$0.00,$2663.79,Print
5/10/2020,$3.21,$0.00,$2667.02,Print
5/10/2020,$3.23,$0.00,$2670.23,Print
5/10/2020,$3.21,$0.00,$2673.46,Print
5/10/2020,$3.31,$0.00,$2676.67,Print
5/10/2020,$3.23,$0.00,$2679.98,Print
5/10/2020,$2.76,$0.00,$2683.21,Print
5/10/2020,$3.23,$0.00,$2685.97,Print
5/10/2020,$3.23,$0.00,$2689.20,Print
5/10/2020,$7.80,$0.00,$2692.43,Print
5/10/2020,$5.27,$0.00,$2700.23,Print
5/10/2020,$3.93,$0.00,$2705.50,Print
5/10/2020,$2.76,$0.00,$2709.43,Print
5/10/2020,$3.21,$0.00,$2712.19,Print
5/10/2020,$8.23,$0.00,$2715.40,Print
5/10/2020,$3.23,$0.00,$2723.63,Print
5/10/2020,$3.23,$0.00,$2726.86,Print
5/10/2020,$3.31,$0.00,$2730.09,Print
5/10/2020,$3.21,$0.00,$2733.40,Print
5/10/2020,$3.23,$0.00,$2736.61,Print
5/10/2020,$3.25,$0.00,$2739.84,Print
5/10/2020,$3.23,$0.00,$2743.09,Print
